Name,GP,G,A,TP,PPG,PIM,Period,Years,POS,firstYear,lastYear
Bjorn Johansson,15.0,1.0,1.0,2.0,0.133,10.0,1976-1978,2.0,D,1976,1978
Tuomas Pihlman,15.0,1.0,1.0,2.0,0.133,12.0,2003-2007,3.0,LW/RW,2003,2007
Rick Bennett,15.0,1.0,1.0,2.0,0.133,13.0,1989-1992,3.0,LW/C/D,1989,1992
Matt Elich,16.0,1.0,1.0,2.0,0.125,0.0,1999-2001,2.0,RW,1999,2001
Corey Spring,16.0,1.0,1.0,2.0,0.125,12.0,1997-1999,2.0,RW,1997,1999
Hugh Harvey,18.0,1.0,1.0,2.0,0.111,4.0,1974-1976,2.0,C/LW,1974,1976
Brian Hill,19.0,1.0,1.0,2.0,0.105,4.0,1979-1980,1.0,RW,1979,1980
Al Huggins,20.0,1.0,1.0,2.0,0.1,2.0,1930-1931,1.0,LW,1930,1931
Tom Thurlby,20.0,1.0,1.0,2.0,0.1,4.0,1967-1968,1.0,D,1967,1968
Gord Wappel,20.0,1.0,1.0,2.0,0.1,10.0,1979-1982,3.0,D,1979,1982
Marc Rodgers,21.0,1.0,1.0,2.0,0.095,10.0,1999-2000,1.0,RW,1999,2000
Zenith Komarniski,21.0,1.0,1.0,2.0,0.095,10.0,1999-2004,3.0,D,1999,2004
Toni Dahlman,22.0,1.0,1.0,2.0,0.091,0.0,2001-2003,2.0,RW,2001,2003
James Bedard,22.0,1.0,1.0,2.0,0.091,8.0,1949-1951,2.0,D,1949,1951
Mike Wong,22.0,1.0,1.0,2.0,0.091,12.0,1975-1976,1.0,C,1975,1976
Dudley Garrett,23.0,1.0,1.0,2.0,0.087,18.0,1942-1943,1.0,D,1942,1943
Frank Beaton,25.0,1.0,1.0,2.0,0.08,43.0,1978-1980,2.0,RW,1978,1980
Craig Ferguson,27.0,1.0,1.0,2.0,0.07400000000000001,6.0,1993-2000,5.0,C,1993,2000
Bill Phillips,27.0,1.0,1.0,2.0,0.07400000000000001,6.0,1929-1930,1.0,C,1929,1930
Jeremy Welsh,27.0,1.0,1.0,2.0,0.07400000000000001,12.0,2011-2016,4.0,C/LW,2011,2016
Antti-Jussi Niemi,29.0,1.0,1.0,2.0,0.069,22.0,2000-2002,2.0,D,2000,2002
Alexei Tezikov,30.0,1.0,1.0,2.0,0.067,2.0,1998-2002,3.0,D,1998,2002
Peter Ratchuk,32.0,1.0,1.0,2.0,0.063,10.0,1998-2001,2.0,D,1998,2001
Christian Dubé,33.0,1.0,1.0,2.0,0.061,4.0,1996-1999,2.0,C,1996,1999
Dave Hanson,33.0,1.0,1.0,2.0,0.061,65.0,1978-1980,2.0,D,1978,1980
Brad Mills,34.0,1.0,1.0,2.0,0.059000000000000004,37.0,2010-2014,3.0,C/RW,2010,2014
Amby Moran,35.0,1.0,1.0,2.0,0.057,24.0,1926-1928,2.0,D,1926,1928
Lionel Heinrich,35.0,1.0,1.0,2.0,0.057,33.0,1955-1956,1.0,LW,1955,1956
Eddie Convey,36.0,1.0,1.0,2.0,0.055999999999999994,33.0,1930-1933,3.0,LW,1930,1933
Ron Moffat,37.0,1.0,1.0,2.0,0.054000000000000006,8.0,1932-1935,3.0,LW,1932,1935
D.J. Smith,45.0,1.0,1.0,2.0,0.044000000000000004,67.0,1996-2003,3.0,D,1996,2003
Rob Globke,46.0,1.0,1.0,2.0,0.043,8.0,2005-2008,3.0,RW,2005,2008
Erik Reitz,48.0,1.0,1.0,2.0,0.042,69.0,2005-2009,4.0,D,2005,2009
Fred Lowrey,53.0,1.0,1.0,2.0,0.038,10.0,1924-1926,2.0,F,1924,1926
Ganton Scott,57.0,1.0,1.0,2.0,0.035,0.0,1922-1925,3.0,RW,1922,1925
John Hilworth,57.0,1.0,1.0,2.0,0.035,89.0,1977-1980,3.0,D,1977,1980
Al Tuer,57.0,1.0,1.0,2.0,0.035,208.0,1985-1990,4.0,D,1985,1990
Kip Brennan,61.0,1.0,1.0,2.0,0.033,222.0,2001-2008,5.0,LW,2001,2008
Jonas Nordqvist,3.0,0.0,2.0,2.0,0.667,2.0,2006-2007,1.0,C,2006,2007
Karel Betik,3.0,0.0,2.0,2.0,0.667,2.0,1998-1999,1.0,D,1998,1999
Anatoli Fedotov,4.0,0.0,2.0,2.0,0.5,0.0,1992-1994,2.0,D,1992,1994
Rick Chinnick,4.0,0.0,2.0,2.0,0.5,0.0,1973-1975,2.0,RW,1973,1975
Sherman White,4.0,0.0,2.0,2.0,0.5,0.0,1946-1950,2.0,C,1946,1950
Ted McCaskill,4.0,0.0,2.0,2.0,0.5,0.0,1967-1968,1.0,C,1967,1968
Jonas Junland,4.0,0.0,2.0,2.0,0.5,2.0,2008-2010,2.0,D,2008,2010
Shawn Rivers,4.0,0.0,2.0,2.0,0.5,2.0,1992-1993,1.0,D,1992,1993
Chuck Hamilton,4.0,0.0,2.0,2.0,0.5,2.0,1961-1973,2.0,LW,1961,1973
Gerry Brisson,4.0,0.0,2.0,2.0,0.5,4.0,1962-1963,1.0,RW,1962,1963
Ivan Vishnevsky,5.0,0.0,2.0,2.0,0.4,2.0,2008-2010,2.0,D,2008,2010
Réjean Cloutier,5.0,0.0,2.0,2.0,0.4,2.0,1979-1982,2.0,D,1979,1982
Lorrain Thibeault,5.0,0.0,2.0,2.0,0.4,2.0,1944-1946,2.0,LW,1944,1946
Tomas Kana,6.0,0.0,2.0,2.0,0.33299999999999996,2.0,2009-2010,1.0,RW/C,2009,2010
Al LeBrun,6.0,0.0,2.0,2.0,0.33299999999999996,4.0,1960-1966,2.0,D,1960,1966
Doug Buhr,6.0,0.0,2.0,2.0,0.33299999999999996,4.0,1974-1975,1.0,LW,1974,1975
Garrett Stafford,7.0,0.0,2.0,2.0,0.28600000000000003,0.0,2007-2011,3.0,D,2007,2011
Chris Kenady,7.0,0.0,2.0,2.0,0.28600000000000003,0.0,1997-2000,2.0,RW,1997,2000
Mike Richard,7.0,0.0,2.0,2.0,0.28600000000000003,2.0,1987-1990,2.0,C,1987,1990
Roger Wilson,7.0,0.0,2.0,2.0,0.28600000000000003,6.0,1974-1975,1.0,D,1974,1975
Ryan Jardine,8.0,0.0,2.0,2.0,0.25,2.0,2001-2002,1.0,LW,2001,2002
Martin Desjardins,8.0,0.0,2.0,2.0,0.25,2.0,1989-1990,1.0,F,1989,1990
Shaun Heshka,8.0,0.0,2.0,2.0,0.25,4.0,2009-2010,1.0,D,2009,2010
Charlie Stephens,8.0,0.0,2.0,2.0,0.25,4.0,2002-2004,2.0,C/RW,2002,2004
Gérard Desaulniers,8.0,0.0,2.0,2.0,0.25,4.0,1950-1954,3.0,C,1950,1954
Lars Jonsson,8.0,0.0,2.0,2.0,0.25,6.0,2006-2007,1.0,D,2006,2007
Brian Young,8.0,0.0,2.0,2.0,0.25,6.0,1980-1981,1.0,D,1980,1981
Michael Funk,9.0,0.0,2.0,2.0,0.222,0.0,2006-2008,2.0,D,2006,2008
Markku Kyllonen,9.0,0.0,2.0,2.0,0.222,2.0,1988-1989,1.0,F,1988,1989
Tom Dewar,9.0,0.0,2.0,2.0,0.222,4.0,1943-1944,1.0,D,1943,1944
Bill Bowler,9.0,0.0,2.0,2.0,0.222,8.0,2000-2001,1.0,C,2000,2001
Jim Riley,9.0,0.0,2.0,2.0,0.222,14.0,1926-1927,1.0,LW,1926,1927
Marcel Tremblay,10.0,0.0,2.0,2.0,0.2,0.0,1938-1939,1.0,RW,1938,1939
Jean-Paul Denis,10.0,0.0,2.0,2.0,0.2,2.0,1946-1950,2.0,RW,1946,1950
Chris Schmidt,10.0,0.0,2.0,2.0,0.2,5.0,2002-2003,1.0,D,2002,2003
Jergus Baca,10.0,0.0,2.0,2.0,0.2,14.0,1990-1992,2.0,D,1990,1992
Alex Plante,10.0,0.0,2.0,2.0,0.2,15.0,2009-2012,3.0,D,2009,2012
Ken Baird,10.0,0.0,2.0,2.0,0.2,15.0,1971-1972,1.0,D,1971,1972
Ilya Zubov,11.0,0.0,2.0,2.0,0.182,0.0,2007-2009,2.0,C,2007,2009
Glen Burdon,11.0,0.0,2.0,2.0,0.182,0.0,1974-1975,1.0,D,1974,1975
Jeff Farkas,11.0,0.0,2.0,2.0,0.182,6.0,1999-2003,4.0,C,1999,2003
Art Alexandre,11.0,0.0,2.0,2.0,0.182,8.0,1931-1933,2.0,LW,1931,1933
Jiri Sejba,11.0,0.0,2.0,2.0,0.182,8.0,1990-1991,1.0,LW,1990,1991
Randy Legge,12.0,0.0,2.0,2.0,0.16699999999999998,2.0,1972-1973,1.0,D,1972,1973
Jaroslav Sevcik,13.0,0.0,2.0,2.0,0.154,2.0,1989-1990,1.0,RW,1989,1990
Dennis Abgrall,13.0,0.0,2.0,2.0,0.154,4.0,1975-1976,1.0,RW,1975,1976
Jyrki Seppa,13.0,0.0,2.0,2.0,0.154,6.0,1983-1984,1.0,D,1983,1984
Lorry Gloeckner,13.0,0.0,2.0,2.0,0.154,6.0,1978-1979,1.0,D,1978,1979
Peter Dineen,13.0,0.0,2.0,2.0,0.154,13.0,1986-1990,2.0,D,1986,1990
Mike Bishai,14.0,0.0,2.0,2.0,0.14300000000000002,19.0,2003-2004,1.0,C,2003,2004
John Taft,15.0,0.0,2.0,2.0,0.133,4.0,1978-1979,1.0,D,1978,1979
Walter Ledingham,15.0,0.0,2.0,2.0,0.133,4.0,1972-1977,3.0,LW,1972,1977
Arturs Kulda,15.0,0.0,2.0,2.0,0.133,8.0,2009-2012,3.0,D,2009,2012
Simon Wheeldon,15.0,0.0,2.0,2.0,0.133,10.0,1987-1991,3.0,LW,1987,1991
Andy Miele,15.0,0.0,2.0,2.0,0.133,11.0,2011-2014,3.0,C,2011,2014
Marquis Mathieu,16.0,0.0,2.0,2.0,0.125,14.0,1998-2001,3.0,RW,1998,2001
John Bethel,17.0,0.0,2.0,2.0,0.11800000000000001,4.0,1979-1980,1.0,LW,1979,1980
Ed Reigle,17.0,0.0,2.0,2.0,0.11800000000000001,25.0,1950-1951,1.0,D,1950,1951
Arch Wilder,18.0,0.0,2.0,2.0,0.111,2.0,1940-1941,1.0,LW,1940,1941
Fyodor Fyodorov,18.0,0.0,2.0,2.0,0.111,14.0,2002-2006,3.0,LW/C,2002,2006
Selmar Odelein,18.0,0.0,2.0,2.0,0.111,35.0,1985-1989,3.0,D,1985,1989
Mike Duco,18.0,0.0,2.0,2.0,0.111,65.0,2009-2012,3.0,W/C,2009,2012
Tom Polanic,19.0,0.0,2.0,2.0,0.105,53.0,1969-1971,2.0,D,1969,1971
Mitch Messier,20.0,0.0,2.0,2.0,0.1,11.0,1987-1991,4.0,RW,1987,1991
Stefan Meyer,20.0,0.0,2.0,2.0,0.1,17.0,2007-2011,2.0,LW,2007,2011
Joel Baillargeon,20.0,0.0,2.0,2.0,0.1,31.0,1986-1989,3.0,LW,1986,1989
Sean Whyte,21.0,0.0,2.0,2.0,0.095,12.0,1991-1993,2.0,RW,1991,1993
Jordan Krestanovich,22.0,0.0,2.0,2.0,0.091,0.0,2001-2004,2.0,C,2001,2004
Armand Raymond,22.0,0.0,2.0,2.0,0.091,10.0,1937-1940,2.0,D,1937,1940
Dean DeFazio,22.0,0.0,2.0,2.0,0.091,28.0,1983-1984,1.0,LW,1983,1984
Jan Mertzig,23.0,0.0,2.0,2.0,0.087,8.0,1998-1999,1.0,D,1998,1999
Rhys Thomson,25.0,0.0,2.0,2.0,0.08,38.0,1939-1943,2.0,D,1939,1943
Keith Hanson,25.0,0.0,2.0,2.0,0.08,77.0,1983-1984,1.0,D,1983,1984
Mike Rucinski,26.0,0.0,2.0,2.0,0.077,10.0,1997-2001,3.0,D,1997,2001
Neil LaBatte,26.0,0.0,2.0,2.0,0.077,19.0,1978-1982,2.0,D,1978,1982
Darcy Regier,26.0,0.0,2.0,2.0,0.077,35.0,1977-1984,3.0,D,1977,1984
Randy Osburn,27.0,0.0,2.0,2.0,0.07400000000000001,0.0,1972-1975,2.0,LW,1972,1975
Shayne Stevenson,27.0,0.0,2.0,2.0,0.07400000000000001,35.0,1990-1993,3.0,RW/C,1990,1993
Ted Fauss,28.0,0.0,2.0,2.0,0.071,15.0,1986-1988,2.0,D,1986,1988
Tom Price,29.0,0.0,2.0,2.0,0.069,12.0,1974-1979,5.0,D,1974,1979
Jim Niekamp,29.0,0.0,2.0,2.0,0.069,37.0,1970-1972,2.0,D,1970,1972
Jim Murray,30.0,0.0,2.0,2.0,0.067,14.0,1967-1968,1.0,D,1967,1968
Mike Stothers,30.0,0.0,2.0,2.0,0.067,65.0,1984-1988,4.0,D,1984,1988
André Deveaux,31.0,0.0,2.0,2.0,0.065,104.0,2008-2012,3.0,RW/C,2008,2012
Bob Whitelaw,32.0,0.0,2.0,2.0,0.063,2.0,1940-1942,2.0,D,1940,1942
Rene Chapdelaine,32.0,0.0,2.0,2.0,0.063,32.0,1990-1993,3.0,D,1990,1993
Steve Gainey,33.0,0.0,2.0,2.0,0.061,34.0,2000-2006,4.0,LW,2000,2006
Michal Barinka,34.0,0.0,2.0,2.0,0.059000000000000004,26.0,2003-2006,2.0,D,2003,2006
Jaime Sifers,37.0,0.0,2.0,2.0,0.054000000000000006,24.0,2008-2010,2.0,D,2008,2010
Darcy Verot,37.0,0.0,2.0,2.0,0.054000000000000006,135.0,2003-2004,1.0,LW,2003,2004
Kerry Ketter,41.0,0.0,2.0,2.0,0.049,58.0,1972-1973,1.0,D,1972,1973
John Mokosak,41.0,0.0,2.0,2.0,0.049,96.0,1988-1990,2.0,D,1988,1990
Beattie Ramsay,43.0,0.0,2.0,2.0,0.047,10.0,1927-1928,1.0,D,1927,1928
Cummy Burton,43.0,0.0,2.0,2.0,0.047,21.0,1955-1959,3.0,RW,1955,1959
Tomas Malec,46.0,0.0,2.0,2.0,0.043,47.0,2002-2007,4.0,D,2002,2007
Paul McIntosh,48.0,0.0,2.0,2.0,0.042,66.0,1974-1976,2.0,D,1974,1976
John Gibson,48.0,0.0,2.0,2.0,0.042,120.0,1980-1984,3.0,D,1980,1984
Jesse Wallin,49.0,0.0,2.0,2.0,0.040999999999999995,34.0,1999-2003,4.0,D,1999,2003
Ben Ondrus,52.0,0.0,2.0,2.0,0.038,72.0,2005-2009,4.0,RW,2005,2009
Matthew Spiller,68.0,0.0,2.0,2.0,0.028999999999999998,74.0,2003-2008,3.0,D,2003,2008
Brad Fast,1.0,1.0,0.0,1.0,1.0,0.0,2003-2004,1.0,D,2003,2004
Roland Huard,1.0,1.0,0.0,1.0,1.0,0.0,1930-1931,1.0,C,1930,1931
Dean Morton,1.0,1.0,0.0,1.0,1.0,2.0,1989-1990,1.0,D,1989,1990
Tony Joseph,2.0,1.0,0.0,1.0,0.5,0.0,1988-1989,1.0,F,1988,1989
Hickey Nicholson,2.0,1.0,0.0,1.0,0.5,0.0,1937-1938,1.0,LW,1937,1938
George Grigor,2.0,1.0,0.0,1.0,0.5,0.0,1943-1944,1.0,C,1943,1944
Bernie Ruelle,2.0,1.0,0.0,1.0,0.5,0.0,1943-1944,1.0,LW,1943,1944
Bjorn Melin,3.0,1.0,0.0,1.0,0.33299999999999996,0.0,2006-2007,1.0,RW,2006,2007
Carter Camper,3.0,1.0,0.0,1.0,0.33299999999999996,0.0,2011-2012,1.0,C/RW,2011,2012
Yevgeni Shaldybin,3.0,1.0,0.0,1.0,0.33299999999999996,0.0,1996-1997,1.0,D,1996,1997
Corey Elkins,3.0,1.0,0.0,1.0,0.33299999999999996,0.0,2009-2010,1.0,C,2009,2010
Gary Emmons,3.0,1.0,0.0,1.0,0.33299999999999996,0.0,1993-1994,1.0,C,1993,1994
Ryan Stewart,3.0,1.0,0.0,1.0,0.33299999999999996,0.0,1985-1986,1.0,C,1985,1986
Viktor Nechayev,3.0,1.0,0.0,1.0,0.33299999999999996,0.0,1982-1983,1.0,C,1982,1983
Kelly Burnett,3.0,1.0,0.0,1.0,0.33299999999999996,0.0,1952-1953,1.0,C,1952,1953
Pete Leswick,3.0,1.0,0.0,1.0,0.33299999999999996,0.0,1936-1945,2.0,RW,1936,1945
Petteri Wirtanen,3.0,1.0,0.0,1.0,0.33299999999999996,2.0,2007-2008,1.0,C,2007,2008
Todd Nelson,3.0,1.0,0.0,1.0,0.33299999999999996,2.0,1991-1994,2.0,D,1991,1994
Travis Turnbull,3.0,1.0,0.0,1.0,0.33299999999999996,5.0,2011-2012,1.0,C/RW,2011,2012
Ralph Keller,3.0,1.0,0.0,1.0,0.33299999999999996,6.0,1962-1963,1.0,D,1962,1963
Roy Sommer,3.0,1.0,0.0,1.0,0.33299999999999996,7.0,1980-1981,1.0,C,1980,1981
Art Ross,3.0,1.0,0.0,1.0,0.33299999999999996,12.0,1917-1918,1.0,D,1917,1918
Jari Torkki,4.0,1.0,0.0,1.0,0.25,0.0,1988-1989,1.0,RW/LW,1988,1989
Kurtis McLean,4.0,1.0,0.0,1.0,0.25,0.0,2008-2009,1.0,C,2008,2009
Igor Vyazmikin,4.0,1.0,0.0,1.0,0.25,0.0,1990-1991,1.0,RW,1990,1991
Bill Sweeney,4.0,1.0,0.0,1.0,0.25,0.0,1959-1960,1.0,C,1959,1960
Adolph Kukulowicz,4.0,1.0,0.0,1.0,0.25,0.0,1952-1954,2.0,C,1952,1954
Bobby Rowe,4.0,1.0,0.0,1.0,0.25,0.0,1924-1925,1.0,F,1924,1925
Lloyd Cook,4.0,1.0,0.0,1.0,0.25,0.0,1924-1925,1.0,D,1924,1925
Larry Fullan,4.0,1.0,0.0,1.0,0.25,0.0,1974-1975,1.0,LW,1974,1975
Doug Horbul,4.0,1.0,0.0,1.0,0.25,2.0,1974-1975,1.0,LW,1974,1975
Hank Damore,4.0,1.0,0.0,1.0,0.25,2.0,1943-1944,1.0,C,1943,1944
Brady Murray,4.0,1.0,0.0,1.0,0.25,6.0,2007-2008,1.0,C/W,2007,2008
Tomas Divisek,5.0,1.0,0.0,1.0,0.2,0.0,2000-2002,2.0,C,2000,2002
Mark Beaufait,5.0,1.0,0.0,1.0,0.2,0.0,1992-1993,1.0,C,1992,1993
Josh Olson,5.0,1.0,0.0,1.0,0.2,0.0,2003-2004,1.0,LW,2003,2004
Brian Carlin,5.0,1.0,0.0,1.0,0.2,0.0,1971-1972,1.0,LW,1971,1972
Ronnie Rowe,5.0,1.0,0.0,1.0,0.2,0.0,1947-1948,1.0,LW,1947,1948
Bob Fryday,5.0,1.0,0.0,1.0,0.2,0.0,1949-1952,2.0,RW,1949,1952
Robert LaForest,5.0,1.0,0.0,1.0,0.2,2.0,1983-1984,1.0,RW,1983,1984
Dick Behling,5.0,1.0,0.0,1.0,0.2,2.0,1940-1943,2.0,D,1940,1943
Jim Ennis,5.0,1.0,0.0,1.0,0.2,10.0,1987-1988,1.0,D,1987,1988
Steve Coates,5.0,1.0,0.0,1.0,0.2,24.0,1976-1977,1.0,RW,1976,1977
Mario Bliznak,6.0,1.0,0.0,1.0,0.16699999999999998,0.0,2009-2011,2.0,C,2009,2011
Jeff McLean,6.0,1.0,0.0,1.0,0.16699999999999998,0.0,1993-1994,1.0,C,1993,1994
Dan Lucas,6.0,1.0,0.0,1.0,0.16699999999999998,0.0,1978-1979,1.0,RW,1978,1979
Bernie Morris,6.0,1.0,0.0,1.0,0.16699999999999998,0.0,1924-1925,1.0,F,1924,1925
Grant Erickson,6.0,1.0,0.0,1.0,0.16699999999999998,0.0,1968-1970,2.0,RW,1968,1970
Petr Hubacek,6.0,1.0,0.0,1.0,0.16699999999999998,2.0,2000-2001,1.0,LW/RW,2000,2001
Joe Jensen,6.0,1.0,0.0,1.0,0.16699999999999998,2.0,2007-2008,1.0,C/LW,2007,2008
Sandy Beadle,6.0,1.0,0.0,1.0,0.16699999999999998,2.0,1980-1981,1.0,LW,1980,1981
Lyle Bradley,6.0,1.0,0.0,1.0,0.16699999999999998,2.0,1973-1977,2.0,C/RW,1973,1977
Jarod Palmer,6.0,1.0,0.0,1.0,0.16699999999999998,4.0,2011-2012,1.0,RW,2011,2012
Herb Foster,6.0,1.0,0.0,1.0,0.16699999999999998,5.0,1940-1948,2.0,LW,1940,1948
Mike Moore,6.0,1.0,0.0,1.0,0.16699999999999998,7.0,2010-2011,1.0,D,2010,2011
Pierre-Yves Giroux,6.0,1.0,0.0,1.0,0.16699999999999998,17.0,1982-1983,1.0,LW,1982,1983
Rod Dallman,6.0,1.0,0.0,1.0,0.16699999999999998,26.0,1987-1992,4.0,LW,1987,1992
John Purves,7.0,1.0,0.0,1.0,0.14300000000000002,0.0,1990-1991,1.0,RW,1990,1991
Bob Charlebois,7.0,1.0,0.0,1.0,0.14300000000000002,0.0,1967-1968,1.0,LW,1967,1968
Brian Tutt,7.0,1.0,0.0,1.0,0.14300000000000002,2.0,1989-1990,1.0,D,1989,1990
Jonathan Ferland,7.0,1.0,0.0,1.0,0.14300000000000002,2.0,2005-2006,1.0,RW,2005,2006
Peter Sarno,7.0,1.0,0.0,1.0,0.14300000000000002,2.0,2003-2006,2.0,C,2003,2006
Mike Siltala,7.0,1.0,0.0,1.0,0.14300000000000002,2.0,1981-1988,3.0,RW,1981,1988
Clarence Schmidt,7.0,1.0,0.0,1.0,0.14300000000000002,2.0,1943-1944,1.0,RW,1943,1944
Jan Nemecek,7.0,1.0,0.0,1.0,0.14300000000000002,4.0,1998-2000,2.0,D,1998,2000
Dan Gratton,7.0,1.0,0.0,1.0,0.14300000000000002,5.0,1987-1988,1.0,C,1987,1988
David Liffiton,7.0,1.0,0.0,1.0,0.14300000000000002,26.0,2005-2011,3.0,D,2005,2011
Sergei Shirokov,8.0,1.0,0.0,1.0,0.125,2.0,2009-2011,2.0,LW/RW,2009,2011
Andrej Podkonicky,8.0,1.0,0.0,1.0,0.125,2.0,2000-2004,2.0,LW/C,2000,2004
Nelson Burton,8.0,1.0,0.0,1.0,0.125,21.0,1977-1979,2.0,LW,1977,1979
Rob Skrlac,8.0,1.0,0.0,1.0,0.125,22.0,2003-2004,1.0,LW,2003,2004
Patrick Davis,9.0,1.0,0.0,1.0,0.111,0.0,2008-2010,2.0,RW/C,2008,2010
Shawn Evans,9.0,1.0,0.0,1.0,0.111,2.0,1985-1990,2.0,D,1985,1990
Alvin Fisher,9.0,1.0,0.0,1.0,0.111,4.0,1924-1925,1.0,RW,1924,1925
Shawn McCosh,9.0,1.0,0.0,1.0,0.111,6.0,1991-1995,2.0,C,1991,1995
Petr Kanko,10.0,1.0,0.0,1.0,0.1,0.0,2005-2006,1.0,RW,2005,2006
Pat Shea,10.0,1.0,0.0,1.0,0.1,0.0,1931-1932,1.0,D,1931,1932
Frank King,10.0,1.0,0.0,1.0,0.1,2.0,1950-1951,1.0,C,1950,1951
Howard McNamara,10.0,1.0,0.0,1.0,0.1,4.0,1919-1920,1.0,D,1919,1920
Brent Tremblay,10.0,1.0,0.0,1.0,0.1,6.0,1978-1980,2.0,D,1978,1980
Raymond Sawada,11.0,1.0,0.0,1.0,0.091,0.0,2008-2011,3.0,RW,2008,2011
Bobby Boucher,11.0,1.0,0.0,1.0,0.091,0.0,1923-1924,1.0,C,1923,1924
Greg Rallo,11.0,1.0,0.0,1.0,0.091,2.0,2011-2013,2.0,C,2011,2013
Doug MacDonald,11.0,1.0,0.0,1.0,0.091,2.0,1992-1995,3.0,LW,1992,1995
Jimmy Creighton,11.0,1.0,0.0,1.0,0.091,2.0,1930-1931,1.0,LW,1930,1931
Tim Armstrong,11.0,1.0,0.0,1.0,0.091,6.0,1988-1989,1.0,C,1988,1989
Stéphane Roy,12.0,1.0,0.0,1.0,0.083,0.0,1987-1988,1.0,C,1987,1988
Charlie Cotch,12.0,1.0,0.0,1.0,0.083,0.0,1924-1925,1.0,LW,1924,1925
Les Kozak,12.0,1.0,0.0,1.0,0.083,2.0,1961-1962,1.0,LW,1961,1962
Carl Klingberg,12.0,1.0,0.0,1.0,0.083,4.0,2010-2015,4.0,RW,2010,2015
Bill McCreary Jr.,12.0,1.0,0.0,1.0,0.083,4.0,1980-1981,1.0,RW,1980,1981
Patrick Daley,12.0,1.0,0.0,1.0,0.083,13.0,1979-1981,2.0,LW,1979,1981
Keith Redmond,12.0,1.0,0.0,1.0,0.083,20.0,1993-1994,1.0,LW,1993,1994
John Sleaver,13.0,1.0,0.0,1.0,0.077,6.0,1953-1957,2.0,C,1953,1957
Marc Dufour,14.0,1.0,0.0,1.0,0.071,2.0,1963-1969,3.0,RW,1963,1969
Dane Byers,14.0,1.0,0.0,1.0,0.071,60.0,2007-2012,3.0,LW/RW,2007,2012
Petr Vrana,16.0,1.0,0.0,1.0,0.063,2.0,2008-2009,1.0,C,2008,2009
Connor James,16.0,1.0,0.0,1.0,0.063,2.0,2005-2009,3.0,C,2005,2009
Kris Vernarsky,17.0,1.0,0.0,1.0,0.059000000000000004,2.0,2002-2004,2.0,C,2002,2004
Russ Walker,17.0,1.0,0.0,1.0,0.059000000000000004,41.0,1976-1978,2.0,RW,1976,1978
Alexander Suglobov,18.0,1.0,0.0,1.0,0.055999999999999994,4.0,2003-2007,3.0,RW,2003,2007
Martin Grenier,18.0,1.0,0.0,1.0,0.055999999999999994,14.0,2001-2007,4.0,D,2001,2007
Fred Brown,19.0,1.0,0.0,1.0,0.053,0.0,1927-1928,1.0,LW,1927,1928
Howie Mackie,20.0,1.0,0.0,1.0,0.05,4.0,1936-1938,2.0,RW,1936,1938
Bobby Burns,20.0,1.0,0.0,1.0,0.05,8.0,1927-1930,3.0,LW,1927,1930
Mike McHugh,20.0,1.0,0.0,1.0,0.05,16.0,1988-1992,4.0,LW,1988,1992
Chris McRae,21.0,1.0,0.0,1.0,0.048,122.0,1987-1990,3.0,LW,1987,1990
Josh Hennessy,23.0,1.0,0.0,1.0,0.043,6.0,2006-2012,5.0,C,2006,2012
Claude Robert,23.0,1.0,0.0,1.0,0.043,9.0,1950-1951,1.0,LW,1950,1951
Ben Walter,24.0,1.0,0.0,1.0,0.042,6.0,2005-2010,5.0,C,2005,2010
Scott Timmins,24.0,1.0,0.0,1.0,0.042,12.0,2010-2013,2.0,C,2010,2013
Phil Stevens,25.0,1.0,0.0,1.0,0.04,2.0,1917-1926,3.0,C,1917,1926
Alexei Kudashov,25.0,1.0,0.0,1.0,0.04,4.0,1993-1994,1.0,C,1993,1994
Jake Dyte,27.0,1.0,0.0,1.0,0.037000000000000005,31.0,1943-1944,1.0,D,1943,1944
Ryan Flinn,31.0,1.0,0.0,1.0,0.032,84.0,2001-2006,3.0,LW,2001,2006
Fred Robertson,34.0,1.0,0.0,1.0,0.028999999999999998,35.0,1931-1934,2.0,D,1931,1934
Gerald Munro,34.0,1.0,0.0,1.0,0.028999999999999998,37.0,1924-1926,2.0,D,1924,1926
Dean Turner,35.0,1.0,0.0,1.0,0.028999999999999998,59.0,1978-1983,4.0,D,1978,1983
Reg Reid,39.0,1.0,0.0,1.0,0.026000000000000002,4.0,1924-1926,2.0,LW,1924,1926
Harry Helman,44.0,1.0,0.0,1.0,0.023,7.0,1922-1925,3.0,RW,1922,1925
Milt Halliday,67.0,1.0,0.0,1.0,0.015,4.0,1926-1929,3.0,LW,1926,1929
Ivan Baranka,1.0,0.0,1.0,1.0,1.0,0.0,2007-2008,1.0,D,2007,2008
Carl Sneep,1.0,0.0,1.0,1.0,1.0,0.0,2011-2012,1.0,D,2011,2012
Chay Genoway,1.0,0.0,1.0,1.0,1.0,0.0,2011-2012,1.0,D,2011,2012
Bill Allum,1.0,0.0,1.0,1.0,1.0,0.0,1940-1941,1.0,D,1940,1941
Scott Harlow,1.0,0.0,1.0,1.0,1.0,0.0,1987-1988,1.0,LW,1987,1988
Jason Herter,1.0,0.0,1.0,1.0,1.0,0.0,1995-1996,1.0,D,1995,1996
Jeff Daw,1.0,0.0,1.0,1.0,1.0,0.0,2001-2002,1.0,C,2001,2002
