Name,GP,G,A,TP,PPG,PIM,Period,Years,POS
Allan Shields,459.0,42.0,46.0,88.0,0.192,637.0,1927-1938,11.0,D
Jeff Larmer,158.0,37.0,51.0,88.0,0.557,57.0,1981-1986,5.0,LW
Bruce Gardiner,312.0,34.0,54.0,88.0,0.282,263.0,1996-2002,6.0,C
Pete Laframboise,227.0,33.0,55.0,88.0,0.38799999999999996,70.0,1971-1975,4.0,LW
Mark Pysyk,417.0,22.0,66.0,88.0,0.21100000000000002,126.0,2012-2021,9.0,RW/D
Nathan Dempsey,260.0,21.0,67.0,88.0,0.33799999999999997,120.0,1996-2007,8.0,D
Al Hamilton,257.0,10.0,78.0,88.0,0.342,258.0,1965-1980,7.0,D
Cully Wilson,127.0,59.0,28.0,87.0,0.685,243.0,1919-1927,5.0,RW
David Bruce,234.0,48.0,39.0,87.0,0.37200000000000005,338.0,1985-1994,8.0,LW
Roman Oksiuta,153.0,46.0,41.0,87.0,0.569,96.0,1993-1997,4.0,RW
"Ken Hodge, Jr.",142.0,39.0,48.0,87.0,0.613,32.0,1988-1993,4.0,C
Mike Laughton,189.0,39.0,48.0,87.0,0.46,101.0,1967-1971,4.0,C
Ryan Garbutt,305.0,39.0,48.0,87.0,0.285,283.0,2011-2017,6.0,W/C
Pierre-Edouard Bellemare,454.0,38.0,49.0,87.0,0.192,102.0,2014-2021,7.0,C
Jason Lafreniere,146.0,34.0,53.0,87.0,0.596,22.0,1986-1994,5.0,C
Bob Carse,167.0,32.0,55.0,87.0,0.521,52.0,1939-1948,5.0,LW
Joe Jerwa,204.0,29.0,58.0,87.0,0.426,309.0,1930-1939,7.0,D
Randy Boyd,257.0,20.0,67.0,87.0,0.33899999999999997,328.0,1981-1989,8.0,D
Tom Edur,158.0,17.0,70.0,87.0,0.551,67.0,1976-1978,2.0,D
Bruno Gervais,418.0,16.0,71.0,87.0,0.20800000000000002,182.0,2005-2013,8.0,D
Andreas Lilja,580.0,16.0,71.0,87.0,0.15,563.0,2000-2013,12.0,D
Pete Conacher,229.0,47.0,39.0,86.0,0.376,57.0,1951-1958,6.0,LW
Steve Guolla,205.0,40.0,46.0,86.0,0.42,60.0,1996-2003,6.0,C
Jeff Jackson,263.0,38.0,48.0,86.0,0.327,313.0,1984-1992,8.0,LW
Ivan Johnson,436.0,38.0,48.0,86.0,0.19699999999999998,808.0,1926-1938,12.0,D
Bob Dillabough,283.0,32.0,54.0,86.0,0.304,76.0,1961-1970,9.0,C
Wes Jarvis,237.0,31.0,55.0,86.0,0.363,98.0,1979-1988,9.0,C
Murray Henderson,405.0,24.0,62.0,86.0,0.212,305.0,1944-1952,8.0,D
Jean Lemieux,204.0,23.0,63.0,86.0,0.42200000000000004,39.0,1973-1978,5.0,D
Pete Goegan,383.0,19.0,67.0,86.0,0.225,365.0,1957-1968,11.0,D
Ben Hutton,341.0,15.0,71.0,86.0,0.252,125.0,2015-2020,5.0,D
Chris Butler,407.0,14.0,72.0,86.0,0.21100000000000002,187.0,2008-2019,11.0,D
Nicklas Grossmann,592.0,13.0,73.0,86.0,0.145,314.0,2006-2017,11.0,D
Red Green,195.0,59.0,26.0,85.0,0.436,290.0,1923-1929,6.0,LW
Cedric Paquette,377.0,47.0,38.0,85.0,0.225,345.0,2013-2021,8.0,C
Tom Younghans,429.0,44.0,41.0,85.0,0.198,373.0,1976-1982,6.0,RW
Ben Eager,407.0,43.0,42.0,85.0,0.209,875.0,2005-2014,9.0,LW
Peter Holland,266.0,36.0,49.0,85.0,0.32,112.0,2011-2018,7.0,C
Bob Wall,322.0,30.0,55.0,85.0,0.264,158.0,1964-1972,8.0,D
Mark Eaton,650.0,24.0,61.0,85.0,0.131,242.0,1999-2013,13.0,D
Ben Chiarot,374.0,21.0,64.0,85.0,0.22699999999999998,253.0,2013-2021,8.0,D
Chris Tamer,644.0,21.0,64.0,85.0,0.132,1183.0,1993-2004,11.0,D
Denis Grebeshkov,234.0,17.0,68.0,85.0,0.363,114.0,2003-2014,6.0,D
Barry Ashbee,284.0,15.0,70.0,85.0,0.299,288.0,1965-1974,5.0,D
Aki-Petteri Berg,606.0,15.0,70.0,85.0,0.14,374.0,1995-2006,9.0,D
Neal Pionk,172.0,13.0,72.0,85.0,0.494,79.0,2017-2021,4.0,D
Paul Shmyr,343.0,13.0,72.0,85.0,0.248,528.0,1968-1982,7.0,D
Miroslav Dvorak,193.0,11.0,74.0,85.0,0.44,51.0,1982-1985,3.0,D
Jack Skille,368.0,43.0,41.0,84.0,0.228,118.0,2007-2017,10.0,RW/LW
Denis Cyr,193.0,41.0,43.0,84.0,0.435,36.0,1980-1986,6.0,RW
Jay Miller,446.0,40.0,44.0,84.0,0.188,1723.0,1985-1992,7.0,LW
Nigel Dawes,212.0,39.0,45.0,84.0,0.396,43.0,2006-2011,5.0,LW
Mark Kumpel,288.0,38.0,46.0,84.0,0.292,113.0,1984-1991,6.0,RW
Barry Cullen,219.0,32.0,52.0,84.0,0.384,111.0,1955-1960,5.0,RW
Dave Snuggerud,265.0,30.0,54.0,84.0,0.317,127.0,1989-1993,4.0,RW
Billy Carroll,322.0,30.0,54.0,84.0,0.261,113.0,1980-1987,7.0,C
Craig Redmond,191.0,16.0,68.0,84.0,0.44,134.0,1984-1989,5.0,D
Rasmus Dahlin,141.0,13.0,71.0,84.0,0.596,72.0,2018-2021,3.0,D
Samuel Girard,225.0,12.0,72.0,84.0,0.373,31.0,2017-2021,4.0,D
Rick Ley,310.0,12.0,72.0,84.0,0.271,392.0,1968-1981,6.0,D
Merlyn Phillips,302.0,52.0,31.0,83.0,0.275,232.0,1925-1933,8.0,C
Jeff Cowan,434.0,47.0,36.0,83.0,0.191,727.0,1999-2008,8.0,LW
Norm Gratton,201.0,39.0,44.0,83.0,0.413,64.0,1971-1976,5.0,RW
Murray Hall,164.0,35.0,48.0,83.0,0.506,46.0,1961-1972,9.0,RW
Niclas Bergfors,173.0,35.0,48.0,83.0,0.48,20.0,2007-2012,5.0,RW
Bob Joyce,158.0,34.0,49.0,83.0,0.525,90.0,1987-1993,6.0,LW
Sven Andrighetto,216.0,31.0,52.0,83.0,0.384,42.0,2014-2019,5.0,RW/LW
Harold Phillipoff,141.0,26.0,57.0,83.0,0.589,267.0,1977-1980,3.0,LW
Neil Wilkinson,460.0,16.0,67.0,83.0,0.18,813.0,1989-1999,10.0,D
Mike McMahon Jr.,224.0,15.0,68.0,83.0,0.371,171.0,1963-1972,8.0,D
Robert Nordmark,236.0,13.0,70.0,83.0,0.35200000000000004,254.0,1987-1991,4.0,D
Jeff Finley,708.0,13.0,70.0,83.0,0.11699999999999999,457.0,1987-2004,15.0,D
Dick Gamble,195.0,41.0,41.0,82.0,0.42100000000000004,66.0,1950-1967,8.0,LW
Milan Kraft,207.0,41.0,41.0,82.0,0.396,52.0,2000-2004,4.0,C
Eddie Bruneteau,180.0,40.0,42.0,82.0,0.456,35.0,1940-1949,7.0,RW
Joffre Desilets,192.0,37.0,45.0,82.0,0.42700000000000005,57.0,1935-1940,5.0,C
Jaroslav Pouzar,186.0,34.0,48.0,82.0,0.441,135.0,1982-1987,4.0,LW
Niklas Andersson,165.0,29.0,53.0,82.0,0.49700000000000005,85.0,1992-2001,6.0,LW
