#,Player,GP,G,A,TP,PPG,PIM,Period,Years,Name,POS
6013.0,Red Carr (LW),5.0,0.0,1.0,1.0,0.2,2.0,1943-1944,1.0,Red Carr ,LW)
6014.0,Garth MacGuigan (C),5.0,0.0,1.0,1.0,0.2,2.0,1979-1984,2.0,Garth MacGuigan ,C)
6015.0,Doug Shelton (RW),5.0,0.0,1.0,1.0,0.2,2.0,1967-1968,1.0,Doug Shelton ,RW)
6016.0,David Broll (LW),5.0,0.0,1.0,1.0,0.2,5.0,2013-2014,1.0,David Broll ,LW)
6017.0,Mike Ware (D/RW),5.0,0.0,1.0,1.0,0.2,15.0,1988-1990,2.0,Mike Ware ,D/RW)
6018.0,Brandon Nolan (C),6.0,0.0,1.0,1.0,0.16699999999999998,0.0,2007-2008,1.0,Brandon Nolan ,C)
6019.0,Alexei Kaigorodov (C),6.0,0.0,1.0,1.0,0.16699999999999998,0.0,2006-2007,1.0,Alexei Kaigorodov ,C)
6020.0,Kevin Quick (D),6.0,0.0,1.0,1.0,0.16699999999999998,0.0,2008-2009,1.0,Kevin Quick ,D)
6021.0,Chris Bala (LW),6.0,0.0,1.0,1.0,0.16699999999999998,0.0,2001-2002,1.0,Chris Bala ,LW)
6022.0,Marty Dallman (C),6.0,0.0,1.0,1.0,0.16699999999999998,0.0,1987-1989,2.0,Marty Dallman ,C)
6023.0,Victor Ejdsell (C/LW),6.0,0.0,1.0,1.0,0.16699999999999998,0.0,2017-2018,1.0,Victor Ejdsell ,C/LW)
6024.0,Viv Allen (RW),6.0,0.0,1.0,1.0,0.16699999999999998,0.0,1940-1941,1.0,Viv Allen ,RW)
6025.0,Cole Schneider (LW/RW),6.0,0.0,1.0,1.0,0.16699999999999998,0.0,2015-2017,2.0,Cole Schneider ,LW/RW)
6026.0,Jeffrey Teal (LW/C),6.0,0.0,1.0,1.0,0.16699999999999998,0.0,1984-1985,1.0,Jeffrey Teal ,LW/C)
6027.0,Bob Guindon (LW),6.0,0.0,1.0,1.0,0.16699999999999998,0.0,1979-1980,1.0,Bob Guindon ,LW)
6028.0,Jonathan Davidsson (RW),6.0,0.0,1.0,1.0,0.16699999999999998,0.0,2019-2020,1.0,Jonathan Davidsson ,RW)
6029.0,Lucas Carlsson (D),6.0,0.0,1.0,1.0,0.16699999999999998,0.0,2019-2020,1.0,Lucas Carlsson ,D)
6030.0,Tim Gettinger (LW),6.0,0.0,1.0,1.0,0.16699999999999998,0.0,2018-2020,2.0,Tim Gettinger ,LW)
6031.0,Cliff Simpson (C),6.0,0.0,1.0,1.0,0.16699999999999998,0.0,1946-1948,2.0,Cliff Simpson ,C)
6032.0,Chad Kolarik (RW),6.0,0.0,1.0,1.0,0.16699999999999998,2.0,2009-2011,2.0,Chad Kolarik ,RW)
6033.0,Maxim Balmochnykh (RW),6.0,0.0,1.0,1.0,0.16699999999999998,2.0,1999-2000,1.0,Maxim Balmochnykh ,RW)
6034.0,Matt Henderson (LW),6.0,0.0,1.0,1.0,0.16699999999999998,2.0,1998-2002,2.0,Matt Henderson ,LW)
6035.0,Steve Bancroft (D),6.0,0.0,1.0,1.0,0.16699999999999998,2.0,1992-2002,2.0,Steve Bancroft ,D)
6036.0,Peter Sturgeon (LW),6.0,0.0,1.0,1.0,0.16699999999999998,2.0,1979-1981,2.0,Peter Sturgeon ,LW)
6037.0,Jim Culhane (D),6.0,0.0,1.0,1.0,0.16699999999999998,4.0,1989-1990,1.0,Jim Culhane ,D)
6038.0,Todd Flichel (D/RW),6.0,0.0,1.0,1.0,0.16699999999999998,4.0,1987-1990,3.0,Todd Flichel ,D/RW)
6039.0,Barrie Meissner (LW),6.0,0.0,1.0,1.0,0.16699999999999998,4.0,1967-1969,2.0,Barrie Meissner ,LW)
6040.0,Leo Carbol (D),6.0,0.0,1.0,1.0,0.16699999999999998,4.0,1942-1943,1.0,Leo Carbol ,D)
6041.0,Pete Bessone (D),6.0,0.0,1.0,1.0,0.16699999999999998,6.0,1937-1938,1.0,Pete Bessone ,D)
6042.0,Barry MacKenzie (D),6.0,0.0,1.0,1.0,0.16699999999999998,6.0,1968-1969,1.0,Barry MacKenzie ,D)
6043.0,Martin Fehérváry (D),6.0,0.0,1.0,1.0,0.16699999999999998,6.0,2019-2020,1.0,Martin Fehérváry ,D)
6044.0,Michael Heidt (D),6.0,0.0,1.0,1.0,0.16699999999999998,7.0,1983-1984,1.0,Michael Heidt ,D)
6045.0,Peter Helander (D),7.0,0.0,1.0,1.0,0.14300000000000002,0.0,1982-1983,1.0,Peter Helander ,D)
6046.0,Ryan Ready (LW),7.0,0.0,1.0,1.0,0.14300000000000002,0.0,2005-2006,1.0,Ryan Ready ,LW)
6047.0,Chris Armstrong (D),7.0,0.0,1.0,1.0,0.14300000000000002,0.0,2000-2004,2.0,Chris Armstrong ,D)
6048.0,Ryan Kraft (C),7.0,0.0,1.0,1.0,0.14300000000000002,0.0,2002-2003,1.0,Ryan Kraft ,C)
6049.0,Brian Ferlin (RW),7.0,0.0,1.0,1.0,0.14300000000000002,0.0,2014-2015,1.0,Brian Ferlin ,RW)
6050.0,Tyler Benson (LW),7.0,0.0,1.0,1.0,0.14300000000000002,0.0,2019-2020,1.0,Tyler Benson ,LW)
6051.0,Jim Stanfield (C),7.0,0.0,1.0,1.0,0.14300000000000002,0.0,1969-1972,3.0,Jim Stanfield ,C)
6052.0,Brian Fahey (D),7.0,0.0,1.0,1.0,0.14300000000000002,2.0,2010-2011,1.0,Brian Fahey ,D)
6053.0,Ray Macias (D/RW),7.0,0.0,1.0,1.0,0.14300000000000002,2.0,2008-2011,2.0,Ray Macias ,D/RW)
6054.0,Mark Friedman (D),7.0,0.0,1.0,1.0,0.14300000000000002,2.0,2018-2021,3.0,Mark Friedman ,D)
6055.0,Steve Langdon (RW),7.0,0.0,1.0,1.0,0.14300000000000002,2.0,1974-1978,3.0,Steve Langdon ,RW)
6056.0,Jeff Brownschidle (D),7.0,0.0,1.0,1.0,0.14300000000000002,2.0,1981-1983,2.0,Jeff Brownschidle ,D)
6057.0,Ken Girard (RW),7.0,0.0,1.0,1.0,0.14300000000000002,2.0,1956-1960,3.0,Ken Girard ,RW)
6058.0,Frank Bennett (LW),7.0,0.0,1.0,1.0,0.14300000000000002,2.0,1943-1944,1.0,Frank Bennett ,LW)
6059.0,Patrick Coulombe (D),7.0,0.0,1.0,1.0,0.14300000000000002,4.0,2006-2007,1.0,Patrick Coulombe ,D)
6060.0,Cory LaRose (C),7.0,0.0,1.0,1.0,0.14300000000000002,4.0,2003-2004,1.0,Cory LaRose ,C)
6061.0,Tyler Eckford (D),7.0,0.0,1.0,1.0,0.14300000000000002,4.0,2009-2011,2.0,Tyler Eckford ,D)
6062.0,Hazen McAndrew (D),7.0,0.0,1.0,1.0,0.14300000000000002,6.0,1941-1942,1.0,Hazen McAndrew ,D)
6063.0,Jason Widmer (D),7.0,0.0,1.0,1.0,0.14300000000000002,7.0,1994-1997,3.0,Jason Widmer ,D)
6064.0,Dwayne Zinger (D),7.0,0.0,1.0,1.0,0.14300000000000002,9.0,2003-2004,1.0,Dwayne Zinger ,D)
6065.0,Radek Smolenak (LW),7.0,0.0,1.0,1.0,0.14300000000000002,15.0,2008-2010,2.0,Radek Smolenak ,LW)
6066.0,Gordie Clark (RW),8.0,0.0,1.0,1.0,0.125,0.0,1974-1976,2.0,Gordie Clark ,RW)
6067.0,Jack Markle (RW),8.0,0.0,1.0,1.0,0.125,0.0,1935-1936,1.0,Jack Markle ,RW)
6068.0,Eetu Luostarinen (C),8.0,0.0,1.0,1.0,0.125,0.0,2019-2020,1.0,Eetu Luostarinen ,C)
6069.0,Justin DiBenedetto (C/LW),8.0,0.0,1.0,1.0,0.125,2.0,2010-2011,1.0,Justin DiBenedetto ,C/LW)
6070.0,Erik Burgdoerfer (D),8.0,0.0,1.0,1.0,0.125,2.0,2016-2019,3.0,Erik Burgdoerfer ,D)
6071.0,Émile Poirier (LW/RW),8.0,0.0,1.0,1.0,0.125,2.0,2014-2016,2.0,Émile Poirier ,LW/RW)
6072.0,Kevin Doell (C),8.0,0.0,1.0,1.0,0.125,4.0,2007-2008,1.0,Kevin Doell ,C)
6073.0,Charles Luksa (D),8.0,0.0,1.0,1.0,0.125,4.0,1979-1980,1.0,Charles Luksa ,D)
6074.0,Bobby Benson (D),8.0,0.0,1.0,1.0,0.125,4.0,1924-1925,1.0,Bobby Benson ,D)
6075.0,Mathieu Olivier (RW),8.0,0.0,1.0,1.0,0.125,4.0,2019-2020,1.0,Mathieu Olivier ,RW)
6076.0,François Groleau (D),8.0,0.0,1.0,1.0,0.125,6.0,1995-1998,3.0,François Groleau ,D)
6077.0,Chris Corrinet (F),8.0,0.0,1.0,1.0,0.125,6.0,2001-2002,1.0,Chris Corrinet ,F)
6078.0,Terry McDonald (D),8.0,0.0,1.0,1.0,0.125,6.0,1975-1976,1.0,Terry McDonald ,D)
6079.0,Dan Brennan (F),8.0,0.0,1.0,1.0,0.125,9.0,1983-1986,2.0,Dan Brennan ,F)
6080.0,Leigh Verstraete (RW),8.0,0.0,1.0,1.0,0.125,14.0,1982-1988,3.0,Leigh Verstraete ,RW)
6081.0,Ray Podloski (C),8.0,0.0,1.0,1.0,0.125,17.0,1988-1989,1.0,Ray Podloski ,C)
6082.0,Denis Larocque (D),8.0,0.0,1.0,1.0,0.125,18.0,1987-1988,1.0,Denis Larocque ,D)
6083.0,Mike Liambas (LW),8.0,0.0,1.0,1.0,0.125,21.0,2016-2018,2.0,Mike Liambas ,LW)
6084.0,Corey Locke (C),9.0,0.0,1.0,1.0,0.111,0.0,2007-2011,3.0,Corey Locke ,C)
6085.0,Jean-Louis Bourcier (LW),9.0,0.0,1.0,1.0,0.111,0.0,1935-1936,1.0,Jean-Louis Bourcier ,LW)
6086.0,Dan McFall (D),9.0,0.0,1.0,1.0,0.111,0.0,1984-1986,2.0,Dan McFall ,D)
6087.0,Jaret Anderson-Dolan (C/LW),9.0,0.0,1.0,1.0,0.111,0.0,2018-2020,2.0,Jaret Anderson-Dolan ,C/LW)
6088.0,Tony Licari (RW),9.0,0.0,1.0,1.0,0.111,0.0,1946-1947,1.0,Tony Licari ,RW)
6089.0,Roman Tvrdon (RW),9.0,0.0,1.0,1.0,0.111,2.0,2003-2004,1.0,Roman Tvrdon ,RW)
6090.0,Don Cairns (LW),9.0,0.0,1.0,1.0,0.111,2.0,1975-1977,2.0,Don Cairns ,LW)
6091.0,Kirby Law (RW),9.0,0.0,1.0,1.0,0.111,4.0,2000-2004,3.0,Kirby Law ,RW)
6092.0,Maxime Fortunus (D),9.0,0.0,1.0,1.0,0.111,4.0,2009-2014,2.0,Maxime Fortunus ,D)
6093.0,David Brine (C),9.0,0.0,1.0,1.0,0.111,4.0,2007-2008,1.0,David Brine ,C)
6094.0,Ed Cristofoli (RW),9.0,0.0,1.0,1.0,0.111,4.0,1989-1990,1.0,Ed Cristofoli ,RW)
6095.0,Jeannot Gilbert (C),9.0,0.0,1.0,1.0,0.111,4.0,1962-1965,2.0,Jeannot Gilbert ,C)
6096.0,JC Lipon (RW),9.0,0.0,1.0,1.0,0.111,5.0,2015-2016,1.0,JC Lipon ,RW)
6097.0,Jason Jaspers (C),9.0,0.0,1.0,1.0,0.111,6.0,2001-2004,3.0,Jason Jaspers ,C)
6098.0,Mat Clark (D),9.0,0.0,1.0,1.0,0.111,6.0,2011-2015,2.0,Mat Clark ,D)
6099.0,Alain Bélanger (RW),9.0,0.0,1.0,1.0,0.111,6.0,1977-1978,1.0,Alain Bélanger ,RW)
6100.0,Alexander Volkov (RW/LW),9.0,0.0,1.0,1.0,0.111,6.0,2019-2020,1.0,Alexander Volkov ,RW/LW)
6101.0,Christoph Bertschy (C/W),9.0,0.0,1.0,1.0,0.111,8.0,2015-2018,3.0,Christoph Bertschy ,C/W)
6102.0,Gilles Bilodeau (D),9.0,0.0,1.0,1.0,0.111,25.0,1979-1980,1.0,Gilles Bilodeau ,D)
6103.0,Mike Moher (RW),9.0,0.0,1.0,1.0,0.111,28.0,1982-1983,1.0,Mike Moher ,RW)
6104.0,Ron Talakoski (RW),9.0,0.0,1.0,1.0,0.111,33.0,1986-1988,2.0,Ron Talakoski ,RW)
6105.0,Kevin Evans (LW),9.0,0.0,1.0,1.0,0.111,44.0,1990-1992,2.0,Kevin Evans ,LW)
6106.0,Bruce Greig (LW),9.0,0.0,1.0,1.0,0.111,46.0,1973-1975,2.0,Bruce Greig ,LW)
6107.0,Brian Kinsella (RW),10.0,0.0,1.0,1.0,0.1,0.0,1975-1977,2.0,Brian Kinsella ,RW)
6108.0,Ryan MacInnis (C),10.0,0.0,1.0,1.0,0.1,0.0,2019-2020,1.0,Ryan MacInnis ,C)
6109.0,Clarence Drouillard (C),10.0,0.0,1.0,1.0,0.1,0.0,1937-1938,1.0,Clarence Drouillard ,C)
6110.0,Sergei Zinovyev (C),10.0,0.0,1.0,1.0,0.1,2.0,2003-2004,1.0,Sergei Zinovyev ,C)
6111.0,Cameron Schilling (D),10.0,0.0,1.0,1.0,0.1,4.0,2012-2019,4.0,Cameron Schilling ,D)
6112.0,Bernie Saunders (RW),10.0,0.0,1.0,1.0,0.1,8.0,1979-1981,2.0,Bernie Saunders ,RW)
6113.0,Tommy Smith (C),10.0,0.0,1.0,1.0,0.1,11.0,1919-1920,1.0,Tommy Smith ,C)
6114.0,Bryan Adams (LW/C),11.0,0.0,1.0,1.0,0.091,2.0,1999-2001,2.0,Bryan Adams ,LW/C)
6115.0,Dave Downie (C),11.0,0.0,1.0,1.0,0.091,2.0,1932-1933,1.0,Dave Downie ,C)
6116.0,Bob Liddington (LW),11.0,0.0,1.0,1.0,0.091,2.0,1970-1971,1.0,Bob Liddington ,LW)
6117.0,Timothy Liljegren (D),11.0,0.0,1.0,1.0,0.091,2.0,2019-2020,1.0,Timothy Liljegren ,D)
6118.0,Mark Katic (D),11.0,0.0,1.0,1.0,0.091,4.0,2010-2011,1.0,Mark Katic ,D)
6119.0,Viktors Ignatjevs (D),11.0,0.0,1.0,1.0,0.091,6.0,1998-1999,1.0,Viktors Ignatjevs ,D)
6120.0,Johan Sundström (C),11.0,0.0,1.0,1.0,0.091,6.0,2013-2014,1.0,Johan Sundström ,C)
6121.0,Timo Helbling (D),11.0,0.0,1.0,1.0,0.091,8.0,2005-2007,2.0,Timo Helbling ,D)
6122.0,Kyle Rossiter (D),11.0,0.0,1.0,1.0,0.091,9.0,2001-2004,3.0,Kyle Rossiter ,D)
6123.0,Triston Grant (LW),11.0,0.0,1.0,1.0,0.091,19.0,2006-2010,2.0,Triston Grant ,LW)
6124.0,Al Simmons (D),11.0,0.0,1.0,1.0,0.091,21.0,1971-1976,3.0,Al Simmons ,D)
6125.0,Ryan Lomberg (LW),11.0,0.0,1.0,1.0,0.091,32.0,2017-2021,3.0,Ryan Lomberg ,LW)
6126.0,Peter Ambroziak (LW),12.0,0.0,1.0,1.0,0.083,0.0,1994-1995,1.0,Peter Ambroziak ,LW)
6127.0,Matt Ryan (C/LW),12.0,0.0,1.0,1.0,0.083,2.0,2005-2006,1.0,Matt Ryan ,C/LW)
6128.0,Michel Riesen (RW),12.0,0.0,1.0,1.0,0.083,4.0,2000-2001,1.0,Michel Riesen ,RW)
6129.0,Lean Bergmann (C/W),12.0,0.0,1.0,1.0,0.083,4.0,2019-2020,1.0,Lean Bergmann ,C/W)
6130.0,Brendan Shinnimin (C/LW),12.0,0.0,1.0,1.0,0.083,8.0,2014-2015,1.0,Brendan Shinnimin ,C/LW)
6131.0,Harry Dick (D),12.0,0.0,1.0,1.0,0.083,12.0,1946-1947,1.0,Harry Dick ,D)
6132.0,Sean Gagnon (D),12.0,0.0,1.0,1.0,0.083,34.0,1997-2001,3.0,Sean Gagnon ,D)
6133.0,Travis Morin (C),13.0,0.0,1.0,1.0,0.077,0.0,2010-2015,3.0,Travis Morin ,C)
6134.0,Norm McAtee (F),13.0,0.0,1.0,1.0,0.077,0.0,1946-1947,1.0,Norm McAtee ,F)
6135.0,Cliff Thompson (D),13.0,0.0,1.0,1.0,0.077,2.0,1941-1949,2.0,Cliff Thompson ,D)
6136.0,Arnie Kullman (C),13.0,0.0,1.0,1.0,0.077,11.0,1947-1950,2.0,Arnie Kullman ,C)
6137.0,Martin Samuelsson (RW),14.0,0.0,1.0,1.0,0.071,2.0,2002-2004,2.0,Martin Samuelsson ,RW)
6138.0,Lars Zetterström (D),14.0,0.0,1.0,1.0,0.071,2.0,1978-1979,1.0,Lars Zetterström ,D)
6139.0,Greg Jacina (C/RW),14.0,0.0,1.0,1.0,0.071,6.0,2005-2007,2.0,Greg Jacina ,C/RW)
6140.0,Claude Julien (D),14.0,0.0,1.0,1.0,0.071,25.0,1984-1986,2.0,Claude Julien ,D)
6141.0,Greg Nemisz (RW),15.0,0.0,1.0,1.0,0.067,0.0,2010-2012,2.0,Greg Nemisz ,RW)
6142.0,Todd Simon (C),15.0,0.0,1.0,1.0,0.067,0.0,1993-1994,1.0,Todd Simon ,C)
6143.0,Eddie Jeremiah (RW),15.0,0.0,1.0,1.0,0.067,0.0,1931-1932,1.0,Eddie Jeremiah ,RW)
6144.0,Frank Dunlap (RW),15.0,0.0,1.0,1.0,0.067,2.0,1943-1944,1.0,Frank Dunlap ,RW)
6145.0,Jarrett Deuling (LW),15.0,0.0,1.0,1.0,0.067,11.0,1995-1997,2.0,Jarrett Deuling ,LW)
6146.0,Michael Colman (D),15.0,0.0,1.0,1.0,0.067,32.0,1991-1992,1.0,Michael Colman ,D)
6147.0,Sergei Starikov (D),16.0,0.0,1.0,1.0,0.063,8.0,1989-1990,1.0,Sergei Starikov ,D)
6148.0,Darrell Scoville (D),16.0,0.0,1.0,1.0,0.063,12.0,1999-2004,3.0,Darrell Scoville ,D)
6149.0,Gustav Lindström (D),16.0,0.0,1.0,1.0,0.063,14.0,2019-2020,1.0,Gustav Lindström ,D)
6150.0,Dave Marcinyshyn (D),16.0,0.0,1.0,1.0,0.063,49.0,1990-1993,3.0,Dave Marcinyshyn ,D)
6151.0,Gerry Denoird (C),17.0,0.0,1.0,1.0,0.059000000000000004,0.0,1922-1923,1.0,Gerry Denoird ,C)
6152.0,Zach Whitecloud (D),17.0,0.0,1.0,1.0,0.059000000000000004,4.0,2017-2021,3.0,Zach Whitecloud ,D)
6153.0,Steve Smith (D),17.0,0.0,1.0,1.0,0.059000000000000004,15.0,1981-1989,5.0,Steve Smith ,D)
6154.0,Claudio Scremin (D),17.0,0.0,1.0,1.0,0.059000000000000004,29.0,1991-1993,2.0,Claudio Scremin ,D)
6155.0,Gord Redahl (F),18.0,0.0,1.0,1.0,0.055999999999999994,2.0,1958-1959,1.0,Gord Redahl ,F)
6156.0,Luke Johnson (C),18.0,0.0,1.0,1.0,0.055999999999999994,8.0,2018-2020,2.0,Luke Johnson ,C)
6157.0,Dave Watson (F),18.0,0.0,1.0,1.0,0.055999999999999994,10.0,1979-1981,2.0,Dave Watson ,F)
6158.0,Casey Hankinson (LW),18.0,0.0,1.0,1.0,0.055999999999999994,13.0,2000-2004,3.0,Casey Hankinson ,LW)
6159.0,Harry Radley (D),18.0,0.0,1.0,1.0,0.055999999999999994,13.0,1930-1937,2.0,Harry Radley ,D)
6160.0,Doug Friedman (LW),18.0,0.0,1.0,1.0,0.055999999999999994,34.0,1997-1999,2.0,Doug Friedman ,LW)
6161.0,T.J. Tynan (C/RW),19.0,0.0,1.0,1.0,0.053,2.0,2016-2020,2.0,T.J. Tynan ,C/RW)
6162.0,Alex Brooks (D),19.0,0.0,1.0,1.0,0.053,4.0,2006-2007,1.0,Alex Brooks ,D)
6163.0,Al Nicholson (LW),19.0,0.0,1.0,1.0,0.053,4.0,1955-1957,2.0,Al Nicholson ,LW)
6164.0,Frank Heffernan (D),19.0,0.0,1.0,1.0,0.053,10.0,1919-1920,1.0,Frank Heffernan ,D)
6165.0,Bob Lemieux (D),19.0,0.0,1.0,1.0,0.053,12.0,1967-1968,1.0,Bob Lemieux ,D)
6166.0,Ivan Droppa (D),19.0,0.0,1.0,1.0,0.053,14.0,1993-1996,2.0,Ivan Droppa ,D)
6167.0,Burr Williams (D),19.0,0.0,1.0,1.0,0.053,28.0,1933-1937,3.0,Burr Williams ,D)
6168.0,Shawn Belle (D),20.0,0.0,1.0,1.0,0.05,2.0,2006-2011,3.0,Shawn Belle ,D)
6169.0,Brett Lernout (D),21.0,0.0,1.0,1.0,0.048,6.0,2015-2018,3.0,Brett Lernout ,D)
6170.0,Jeff Ware (D),21.0,0.0,1.0,1.0,0.048,12.0,1996-1999,3.0,Jeff Ware ,D)
6171.0,Darren Reid (RW),21.0,0.0,1.0,1.0,0.048,18.0,2005-2007,2.0,Darren Reid ,RW)
6172.0,Craig Martin (RW),21.0,0.0,1.0,1.0,0.048,24.0,1994-1997,2.0,Craig Martin ,RW)
6173.0,Joe Finley (D),21.0,0.0,1.0,1.0,0.048,32.0,2011-2013,2.0,Joe Finley ,D)
6174.0,J.C. Beaudin (C/RW),22.0,0.0,1.0,1.0,0.045,7.0,2019-2020,1.0,J.C. Beaudin ,C/RW)
6175.0,Nikolai Tsulygin (D),22.0,0.0,1.0,1.0,0.045,8.0,1996-1997,1.0,Nikolai Tsulygin ,D)
6176.0,Rob Robinson (D),22.0,0.0,1.0,1.0,0.045,8.0,1991-1992,1.0,Rob Robinson ,D)
6177.0,Mike Vernace (D),22.0,0.0,1.0,1.0,0.045,10.0,2008-2011,2.0,Mike Vernace ,D)
6178.0,Davis Payne (RW),22.0,0.0,1.0,1.0,0.045,14.0,1995-1997,2.0,Davis Payne ,RW)
6179.0,Gordon Kannegiesser (D),23.0,0.0,1.0,1.0,0.043,15.0,1967-1972,2.0,Gordon Kannegiesser ,D)
6180.0,Kyle Freadrich (LW),23.0,0.0,1.0,1.0,0.043,75.0,1999-2001,2.0,Kyle Freadrich ,LW)
6181.0,Doug Baldwin (D),24.0,0.0,1.0,1.0,0.042,8.0,1945-1948,3.0,Doug Baldwin ,D)
6182.0,Tom Fowler (C),24.0,0.0,1.0,1.0,0.042,18.0,1946-1947,1.0,Tom Fowler ,C)
6183.0,Colten Teubert (D),24.0,0.0,1.0,1.0,0.042,25.0,2011-2012,1.0,Colten Teubert ,D)
6184.0,Sammy McManus (LW),26.0,0.0,1.0,1.0,0.038,8.0,1934-1937,2.0,Sammy McManus ,LW)
6185.0,Gregory Stewart (LW),26.0,0.0,1.0,1.0,0.038,48.0,2007-2010,3.0,Gregory Stewart ,LW)
6186.0,Joel Rechlicz (RW),26.0,0.0,1.0,1.0,0.038,105.0,2008-2012,3.0,Joel Rechlicz ,RW)
6187.0,Val Hoffinger (D),28.0,0.0,1.0,1.0,0.036000000000000004,30.0,1927-1929,2.0,Val Hoffinger ,D)
6188.0,Warren Luhning (RW),29.0,0.0,1.0,1.0,0.034,21.0,1997-2000,3.0,Warren Luhning ,RW)
6189.0,Bennett Wolf (D),30.0,0.0,1.0,1.0,0.033,133.0,1980-1983,3.0,Bennett Wolf ,D)
6190.0,Charles Cahill (RW),32.0,0.0,1.0,1.0,0.031,4.0,1925-1927,2.0,Charles Cahill ,RW)
6191.0,James Donnelly (D),34.0,0.0,1.0,1.0,0.028999999999999998,14.0,1926-1927,1.0,James Donnelly ,D)
6192.0,Don Ward (D),34.0,0.0,1.0,1.0,0.028999999999999998,16.0,1957-1960,2.0,Don Ward ,D)
6193.0,Nathan McIver (D),36.0,0.0,1.0,1.0,0.027999999999999997,95.0,2006-2009,3.0,Nathan McIver ,D)
6194.0,Doug Doull (LW),37.0,0.0,1.0,1.0,0.027000000000000003,151.0,2003-2006,2.0,Doug Doull ,LW)
6195.0,James Hughes (D),40.0,0.0,1.0,1.0,0.025,48.0,1929-1930,1.0,James Hughes ,D)
6196.0,Murray Anderson (D),40.0,0.0,1.0,1.0,0.025,68.0,1974-1975,1.0,Murray Anderson ,D)
6197.0,Robin Bartel (D),41.0,0.0,1.0,1.0,0.024,14.0,1985-1987,2.0,Robin Bartel ,D)
6198.0,Bob Davie (D),41.0,0.0,1.0,1.0,0.024,25.0,1933-1936,3.0,Bob Davie ,D)
6199.0,Johnathan Aitken (D),44.0,0.0,1.0,1.0,0.023,70.0,1999-2004,2.0,Johnathan Aitken ,D)
6200.0,Larry Molyneaux (D),45.0,0.0,1.0,1.0,0.022000000000000002,20.0,1937-1939,2.0,Larry Molyneaux ,D)
6201.0,Jim Agnew (D),81.0,0.0,1.0,1.0,0.012,257.0,1986-1993,6.0,Jim Agnew ,D)
6202.0,Brennan Evans (D),0.0,0.0,0.0,0.0,-,0.0,2003-2004,1.0,Brennan Evans ,D)
6203.0,Brock Tredway (LW),0.0,0.0,0.0,0.0,-,0.0,1981-1982,1.0,Brock Tredway ,LW)
6204.0,Bill Anderson (D),0.0,0.0,0.0,0.0,-,0.0,1942-1943,1.0,Bill Anderson ,D)
6205.0,Don Cherry (D),0.0,0.0,0.0,0.0,-,0.0,1954-1955,1.0,Don Cherry ,D)
6206.0,Alex Belzile (RW/C),0.0,0.0,0.0,0.0,-,0.0,2019-2020,1.0,Alex Belzile ,RW/C)
6207.0,Igor Nikulin (RW),0.0,0.0,0.0,0.0,-,0.0,1996-1997,1.0,Igor Nikulin ,RW)
6208.0,Michel Déziel (LW),0.0,0.0,0.0,0.0,-,0.0,1974-1975,1.0,Michel Déziel ,LW)
6209.0,Steve Andrascik (RW),0.0,0.0,0.0,0.0,-,0.0,1971-1972,1.0,Steve Andrascik ,RW)
6210.0,Chris Hayes (LW),0.0,0.0,0.0,0.0,-,0.0,1971-1972,1.0,Chris Hayes ,LW)
6211.0,Brian Pinho (C),0.0,0.0,0.0,0.0,-,0.0,2019-2020,1.0,Brian Pinho ,C)
6212.0,Doug Anderson (C),0.0,0.0,0.0,0.0,-,0.0,1952-1953,1.0,Doug Anderson ,C)
6213.0,Ken Davies (C),0.0,0.0,0.0,0.0,-,0.0,1947-1948,1.0,Ken Davies ,C)
6214.0,Wayne Brown (RW),0.0,0.0,0.0,0.0,-,0.0,1953-1954,1.0,Wayne Brown ,RW)
6215.0,Gord Wilson (LW),0.0,0.0,0.0,0.0,-,0.0,1954-1955,1.0,Gord Wilson ,LW)
6216.0,Jack Stanfield (LW),0.0,0.0,0.0,0.0,-,0.0,1965-1966,1.0,Jack Stanfield ,LW)
6217.0,Olli Juolevi (D),0.0,0.0,0.0,0.0,-,0.0,2019-2020,1.0,Olli Juolevi ,D)
6218.0,Gary Collins (C),0.0,0.0,0.0,0.0,-,0.0,1958-1959,1.0,Gary Collins ,C)
6219.0,David Salvian (RW),0.0,0.0,0.0,0.0,-,0.0,1976-1977,1.0,David Salvian ,RW)
6220.0,Léo Thiffault (LW),0.0,0.0,0.0,0.0,-,0.0,1967-1968,1.0,Léo Thiffault ,LW)
6221.0,Eddie Emberg (C),0.0,0.0,0.0,0.0,-,0.0,1944-1945,1.0,Eddie Emberg ,C)
6222.0,Gord Haidy (RW),0.0,0.0,0.0,0.0,-,0.0,1949-1950,1.0,Gord Haidy ,RW)
6223.0,Mike Corbett (RW),0.0,0.0,0.0,0.0,-,0.0,1967-1968,1.0,Mike Corbett ,RW)
6224.0,Doug McKay (LW),0.0,0.0,0.0,0.0,-,0.0,1949-1950,1.0,Doug McKay ,LW)
6225.0,Sidney McNabney (C),0.0,0.0,0.0,0.0,-,0.0,1950-1951,1.0,Sidney McNabney ,C)
6226.0,Stan Long (D),0.0,0.0,0.0,0.0,-,0.0,1951-1952,1.0,Stan Long ,D)
6227.0,Butch Stahan (D),0.0,0.0,0.0,0.0,-,0.0,1944-1945,1.0,Butch Stahan ,D)
6228.0,Gerry Reid (C),0.0,0.0,0.0,0.0,-,0.0,1948-1949,1.0,Gerry Reid ,C)
